ImageID,LabelName1,LabelName2,Height,Width,XMin1,XMax1,YMin1,YMax1,XMin2,XMax2,YMin2,YMax2,ReferringExpression
2408961,clock,clock,378,500,394,424,201,232,439,454,202,233,A clock is the round circle on the tower
2408992,zebras,zebras,373,500,170,292,131,299,266,348,81,212,Zebras are the two animals in front of picture
2409100,motorbikes,motorbikes,336,500,35,294,149,303,241,384,15,71,Motorbikes are two people riding
2409112,jeans,jeans,500,333,127,332,404,500,0,125,289,500,Jeans are they wearing
2409182,towels,towels,500,500,65,110,279,373,0,39,299,398,Towels is hanging from the oven
2409217,buildings,buildings,500,375,0,50,179,468,97,374,180,453,Buildings is in the background
2409307,tub,sink,500,375,188,373,274,498,0,19,230,255,Sink and tub is next to the toilet
2409348,thumbs,thumbs,321,500,103,196,110,167,180,226,150,186,His thumbs is the man using to type with
2409391,gloves,gloves,375,500,12,196,91,287,302,424,301,374,Cutting his gloves is the man doing
2409440,Food,Food,375,500,65,468,62,332,0,113,73,249,Food is on the plate
2409595,poles,poles,336,500,163,222,131,269,255,422,132,236,Ski poles is the guy holding
2409597,women,women,333,500,217,323,90,305,179,266,32,236,Following the women are the men doing behind
2409597,cell phone,cell phone,333,500,228,250,56,66,293,309,105,119,Talking on their cell phone are the women doing while walking
2409610,buildings,buildings,333,500,261,390,0,136,389,496,0,147,Buildings is in the distance
2409615,chairs,chairs,375,500,345,484,109,207,0,148,84,253,Wooden chairs is on top of both elephants
2409615,jacket,jacket,375,500,420,466,107,158,366,415,91,153,The woman's jacket is yellow
2409674,soap dispenser,tissues,500,375,270,296,203,274,299,374,215,300,Tissues and soap dispenser is on the countertop
2409688,boats,boats,312,500,163,367,100,131,48,395,145,194,Rowing the boats are the rowers doing
2409771,horses,horses,500,375,0,233,160,499,244,374,161,331,Nuding one of the other horses is the middle horse doing
2409825,Bicycles,Bicycles,375,500,0,98,228,316,388,498,279,374,Bicycles is silver
2409858,kites,kites,375,500,214,250,161,170,328,390,291,325,Flying kites are the people doing
2409927,engine,engine,132,500,279,293,65,77,313,323,67,79,Engine are the two round black areas on the plane
2409935,Dresses,Dresses,500,335,192,302,142,396,15,152,163,433,Dresses are the women wearing
2409935,Scarves,Scarves,500,335,191,300,107,255,19,140,113,275,Scarves are the women wearing on their shoulders
2409936,windows,windows,375,500,93,175,10,178,225,251,54,166,Windows is in the background
2410132,horses,horses,333,500,180,231,127,214,260,321,134,205,Horses are the animals pictured
2410192,boys,boys,375,500,412,465,153,294,266,331,140,268,The boys is on top of the snow
2410194,skis,skis,332,500,303,399,136,190,242,315,111,172,Skis are the people carrying
2410242,reflectors,Reflector,333,500,402,416,211,230,57,64,176,188,Reflectors are the orange things on the motorcycle
2410246,motorcycles,motorcycles,333,500,99,195,96,248,200,298,100,251,Motorcycles is on the road
2410246,police,police,333,500,131,176,128,138,238,285,129,138,Police is written on the motorcycles
2410255,onesies,onesies,500,281,60,251,194,416,58,214,84,170,Onesies are the people wearing
2410282,controls,controls,166,240,178,226,26,48,128,178,17,49,Controls is on top of the microwave
2410309,laptops,laptops,333,500,2,217,107,247,319,500,143,323,Using laptops are the people doing
2410339,arrows,arrows,375,500,378,388,320,325,342,366,351,367,White arrows is printed on the road
2410340,gloves,gloves,335,500,344,431,178,233,42,97,63,143,Gloves is on the guys hands
2410361,sticker,sign,375,500,198,282,140,176,151,336,3,180,Putting sticker on sign is the male doing
2410441,Banana,Banana,334,500,280,362,233,323,8,86,263,330,Banana is the fruit called
2410500,skis,skis,333,500,117,194,239,304,168,207,232,269,Skis are on the man's feet
2410509,Sign boards,Sign boards,333,500,26,253,17,139,51,240,130,318,Sign boards is seen in the picture
2410568,Cups,Cups,500,500,449,479,63,129,401,442,68,142,Cups and chips is in the background
2410576,bears,bears,300,500,20,208,63,265,181,432,50,220,Bears are these animals
2410585,horse,horse,333,500,0,172,59,331,295,498,38,331,Horses is brown
2410585,noses,noses,333,500,136,170,134,187,295,328,112,168,Noses is black
2410593,plants,plants,375,500,282,499,0,251,0,201,0,126,Two plants is the cat laying next to
2410632,giraffes,giraffes,264,500,137,227,140,230,228,340,104,248,Giraffes are the tall animals
2410666,ski poles,ski poles,333,500,200,226,109,174,224,253,125,162,Ski poles is in the person's hands
2410708,signs,signs,333,500,181,295,12,98,307,355,12,101,Signs is on the building
2410715,snowpants,snowpants,500,389,156,242,183,309,51,84,243,279,Snowpants are the people wearing
2410800,padding,fence,500,242,0,89,189,321,0,241,167,321,A fence with padding is in the background
2410813,they,they,375,500,306,331,104,229,191,297,159,252,They are eating are they doing
2410946,book,mouse,375,500,0,383,41,374,299,421,95,214,Book and mouse is the focus of the image
2410947,bird,mirror,400,500,128,332,94,280,224,494,149,401,Bird in side view mirror is the focus
2411098,giraffes,giraffes,500,333,173,303,301,450,24,141,320,450,Giraffes is the focus of the picture
2411100,He,disc,332,500,194,285,107,329,103,148,78,100,He is throwing a disc is boy throwing
2411297,Skis,Skis,375,500,289,371,157,374,167,205,143,374,Skis are the people in black carrying
2411347,tee-shirt,shorts,250,500,66,140,49,119,69,108,104,136,A tee-shirt and shorts is she wearing
2411386,hose,hose,500,307,5,96,75,338,215,306,257,381,Hose is beside the toilet bowl
2411451,riders,riders,266,500,199,233,95,145,220,257,98,160,The riders is blurry
2411615,rectangles,rectangles,375,500,55,205,141,349,198,384,25,359,Rectangles are the shape of the bags
2411631,men,men,333,500,20,95,17,223,214,274,17,207,Two men standing is in the background
2411678,helicopters,helicopters,154,500,23,181,32,87,336,493,37,86,Helicopters is in the air
2411739,lid,seat,500,360,157,334,17,257,49,305,243,446,Seat and lid is painted
2411748,coffee,coffee,500,340,256,321,136,201,28,97,300,368,Coffee is in the cups
2411760,clothing,bag,375,500,0,319,263,373,33,143,225,296,Clothing and a bag is on the bed
2411769,kites,kites,400,500,227,232,158,170,118,144,20,50,Kites is in the sky
2411786,beers,beers,333,500,240,245,171,187,380,387,187,205,Beers are the two people in the back holding
2411964,teddy bears,teddy bears,376,500,75,249,32,314,235,414,52,326,Teddy bears are these
2411968,signs,signs,375,500,104,231,89,145,252,368,168,201,Signs is on the pole
2412004,Automobiles,Automobiles,375,500,424,454,250,271,401,423,259,273,Automobiles are behind the truck
2412013,boy,ball,333,500,320,426,107,245,366,388,221,242,The boy dribble the ball are the people watching
2412047,plastic bags,plastic bags,500,375,256,309,103,177,220,260,75,169,Two plastic bags is hanging from a wire
2412062,Mountain bikers,Mountain bikers,375,500,264,358,93,313,149,236,109,304,Mountain bikers is the photo of
2412096,pepperoni pizza,pepperoni pizza,500,332,0,176,144,240,43,167,454,499,Pepperoni pizza are the kids eating
2412110,woman,zebra,500,500,116,315,35,482,266,459,108,431,A woman is feeding a zebra is happening in this photo
2412117,cat,car,331,500,356,407,217,258,290,499,200,330,A cat sitting on a car is this picture taken of
2412270,ski poles,ski poles,500,334,170,226,270,312,132,137,289,294,Ski poles is in his hand
2412450,Skis,Skis,500,374,64,181,392,495,115,220,413,500,Skis is the man standing on
2412503,Helmets,Helmets,319,500,271,325,16,63,237,281,13,54,Helmets are the men wearing on their heads
2412503,Motorcycles,Motorcycles,319,500,45,466,47,297,66,393,41,197,Motorcycles are the men riding
2412509,tracks,tracks,333,500,0,79,199,258,0,87,168,218,Tracks is the train on
2412635,surfboards,surfboards,375,500,321,336,256,280,453,492,257,292,Surfboards are the men carrying
2412650,ski poles,ski poles,391,500,262,265,218,323,317,381,206,313,Ski poles is the man holding
2412750,ham,ham,332,500,0,236,73,241,1,268,217,330,Ham is the meat
2412830,person,motorcycle,292,500,293,341,118,203,292,347,149,220,A person on a motorcycle is the focus of this photo
2412873,zebras,zebras,331,500,0,276,56,330,300,498,10,330,Zebras is in the photo
2412937,helmets,helmets,333,500,277,313,84,112,342,378,82,110,Helmets are the men wearing
2412940,trunk,trunk,375,500,51,128,0,34,131,242,0,45,A trunk is behind the dogs
2413011,ribbons,ribbons,321,500,321,379,88,293,355,411,91,293,Ribbons is trailing from the kite
2413073,art,art,500,375,0,119,41,234,0,92,239,371,Two pieces of art is on the wall
2413186,bacon,bacon,375,500,163,210,97,181,269,311,133,231,Bacon is wrapped around the hot dog
2413186,cheese,cheese,375,500,246,348,104,238,140,228,95,221,Cheese is under the hot dog and bacon
2413248,bears,bears,288,500,117,242,117,237,157,351,9,127,Bears is in the pictures
2413251,tee shirts,tee shirts,500,500,63,303,204,291,279,464,212,437,Blue tee shirts are the boys wearing
2413307,ball,racket,333,500,211,227,41,59,309,326,0,60,A tennis racket and a tennis ball are the women holding
2413424,sign,stop light,375,500,278,483,43,116,24,203,89,285,Sign and stop light is on the pole
2413446,Hot Dogs,Hot Dogs,500,375,41,230,195,245,17,232,328,383,Hot Dogs is on the plate
2413454,surfboards,surfboards,333,500,22,337,125,232,216,500,112,266,Surfboards are these women carrying
2413477,cats,cats,500,375,23,190,49,252,205,376,119,499,Cats are the animals in the picture
2413543,swimsuits,swimsuits,375,500,62,117,172,245,139,185,164,265,Swimsuits are the girls wearing
2413547,Skis,Skis,375,500,241,259,295,344,293,303,314,357,Skis is on the person's feet
2413592,knee brace,knee brace,355,500,223,262,253,271,315,354,241,276,Knee brace is the man wearing on his knees
2413656,surfboards,surfboards,334,500,3,121,182,258,342,404,156,244,Surfboards are the people carrying
2413656,trees,trees,334,500,457,499,121,205,484,500,116,202,"Trees is visible to the far right of the photo, besides water and sand"
2413696,paintings,paintings,500,374,18,127,0,193,284,296,84,131,Paintings is hanging on the wall
2413697,skis,skis,500,442,140,183,442,480,103,159,446,466,Skis is the woman wearing on her feet
2413783,gloves,gloves,320,500,200,246,126,171,88,119,17,42,Protective gloves is on the man's hands
2413862,zebras,zebras,333,500,409,496,111,226,197,353,94,226,Zebras is in the field
2414043,Bicycles,Bicycles,167,500,404,479,67,123,282,361,67,123,Bicycles are the men riding
2414086,utensils,utensils,500,500,209,255,259,278,282,347,261,273,Utensils is in the woman's hands
2414119,clock,clock,335,500,312,336,83,108,343,357,85,113,A clock is on the tower
2414224,trees,trees,500,375,63,102,301,352,217,268,320,377,Trees is on the cake
2414265,teeth,teeth,333,500,249,260,65,85,256,268,70,84,Their teeth are the bears fighting with
2414335,apples,apples,500,375,166,223,249,290,244,288,233,279,Apples is in the drawer
2414384,skis,skis,500,374,67,247,329,422,162,315,291,403,Skis are the men wearing on their feet
2414384,ski poles,ski poles,500,374,103,184,200,396,196,302,210,374,Ski poles are the men holding
2414438,bikes,bikes,375,500,325,435,187,261,298,386,184,254,Two bikes is parked on the sidewalk
2414618,buildings,buildings,500,375,14,112,236,294,199,374,201,291,Buildings is in the background
2414632,stickers,stickers,442,294,141,183,104,143,134,160,206,243,Stickers is on the woman's cheek
2414775,Hat,Hat,500,333,188,221,19,42,144,200,330,383,Hat is the top of the head
2414780,gloves,gloves,327,500,185,260,207,246,248,310,221,275,Batting gloves is on her hands
2414873,zebras,zebras,333,500,192,330,88,224,193,277,133,226,Zebras are these animals
2414873,mother,child,333,500,192,330,88,224,193,277,133,226,Mother and child is the relation of the zebras
2414881,Kites,Kites,375,500,100,124,53,84,0,15,22,45,Kites are flying is happening in the background
2414881,pants,shirt,375,500,54,160,271,374,20,164,99,283,Grey pants and a plaid shirt is the man on the left wearing
2414904,hats,hats,309,500,90,124,80,101,307,336,75,107,Hats are both men wearing on their heads
2415012,Pillows,Pillows,361,500,211,282,138,172,268,326,116,146,Pillows are the round grey objects
2415203,medals,medals,400,500,364,378,123,160,375,391,125,160,Medals is on the young man's shirt
2415238,Gloves,Gloves,500,334,104,130,247,278,188,220,209,243,Gloves is he wearing on his hand
2415256,Triangles,Triangles,500,375,198,248,29,79,117,167,28,73,Triangles are the top windows shaped like
2415587,track,field,304,500,0,500,148,172,0,499,103,162,Track and field is in the background
2415647,Bride,groom,333,500,210,232,23,75,223,256,26,81,Bride and groom is on the top of the cake
2415673,bushes,bushes,333,500,0,252,247,332,297,499,244,332,Bushes is the greenery under the bridge
2415891,cows,cows,333,500,343,390,142,237,411,476,135,230,Cows is this photo of
2415938,ski poles,ski poles,375,500,325,374,131,269,425,434,120,296,Ski poles is the woman holding
2416009,tracks,tracks,375,500,384,499,263,351,286,437,312,373,Tracks is the train on
2416021,desktop,cat,375,500,0,500,217,370,64,498,84,329,A cat laying on a desktop is this a photo of
2416072,ramps,ramps,500,375,0,219,366,499,224,373,340,498,Ramps are the two tall objects
2416258,fields,fields,375,500,292,499,163,374,4,241,172,249,Fields is in the background
2416267,food,food,500,500,183,499,86,476,333,499,0,130,More food is behind the onion rings
2416404,zebras,zebras,375,500,80,271,181,330,273,413,178,317,Zebras are these
2416517,clock,clock,375,500,314,334,122,145,352,363,127,147,Clock is on the tallest part of the building
2416589,cows,cows,375,500,0,294,20,323,23,379,167,337,The cows is on the straw
2416602,clock,clock,359,500,375,395,153,174,406,410,153,173,A clock is on the tower
2416709,buildings,buildings,500,332,0,114,0,446,169,332,135,413,Buildings is in the photo's foreground
2416766,hills,hills,333,500,93,246,155,175,246,362,154,175,Hills is in the distance
2416767,boats,boats,375,500,135,275,182,310,253,443,184,294,Boats is present
2416863,food,food,500,306,92,149,159,211,39,96,271,314,Food is he holding
712951,knee pads,knee pads,851,566,180,236,440,524,245,333,424,512,Knee pads is on the boy's knees
712951,boy's socks,boy's socks,851,566,193,237,564,592,361,383,539,567,Boy's socks is black
712955,flowers,flowers,555,1024,409,502,117,184,483,532,210,302,Yellow flowers is in her hair
712956,planes,Plane,683,1024,103,957,146,459,428,1015,98,321,Some planes are larger than others
712983,Windows,Windows,768,1024,250,509,375,466,130,237,358,446,Windows is at the top front of the train
712986,hat,vest,1024,769,224,268,789,814,202,272,816,929,White hat and white vest is the man wearing
713002,lights,lights,1024,683,560,604,252,290,308,328,216,250,Lights is turned on
713002,sandals,sandals,1024,683,310,360,744,776,381,459,733,759,Sandals is he wearing
713002,flip flops,flip flops,1024,683,310,360,744,776,381,459,733,759,Flip flops is on his feet
2416953,bed,bed,188,500,0,250,58,185,253,498,28,184,A bed are the dogs laying on
2416953,window,window,188,500,28,200,1,48,357,448,2,24,A window is behind the bed
713022,shadows,shadows,1024,683,0,376,746,862,0,376,592,718,Shadows is in the snow
713040,appetizer,appetizer,768,1024,0,321,626,721,930,1024,521,576,An appetizer are they eating
713056,cans,cans,768,1024,329,519,293,594,687,873,290,515,Two garbage cans is filled with broken umbrellas
713066,scaffolding,scaffolding,871,1280,254,299,0,429,464,501,44,512,Scaffolding is on building to left
713072,tires,tires,768,1024,632,743,503,677,866,948,415,522,Truck tires is dirty
2417086,wetsuits,wetsuits,333,500,265,290,225,273,351,388,192,271,Wetsuits are they wearing
713153,sneakers,sneakers,1024,837,61,269,807,891,236,430,933,1013,Blue sneakers is the girl wearing
713155,boots,boots,767,1024,677,699,449,502,583,598,447,504,Boots is the horseback rider wearing
713166,bike,car,768,1024,332,581,352,516,325,828,316,508,A bike and a car is in the intersection
713168,ski poles,ski poles,683,1024,236,297,391,505,120,133,397,540,Ski poles is the man holding
713176,woman,shirt,683,1024,994,1021,404,495,995,1022,422,467,Woman's shirt is yellow
713183,shirt,shorts,700,1024,650,724,161,253,668,726,257,310,A shirt and shorts is the man wearing
2417137,skis,skis,375,500,269,278,307,314,294,308,306,315,Skis are the blades
2417141,tables,tables,375,500,161,497,98,340,0,177,106,313,Tables is the produce on
713242,vehicles,vehicles,682,1024,340,696,199,536,204,262,311,342,Vehicles is on the road
713244,brick,stone,1024,487,295,310,550,558,100,112,516,531,Brick and stone is the church made out of
713245,bus,he,683,1024,20,1028,168,588,98,191,371,609,He is boarding the bus is single man doing in the picture
713273,man,snowpants,768,1024,504,812,0,612,502,718,309,574,The man is wearing snowpants is the man wearing on his legs
713273,Ski poles,Ski poles,768,1024,399,566,326,479,673,811,338,496,Ski poles is the man using
713273,gloves,gloves,768,1024,526,573,319,371,771,814,325,385,Gloves is red
713273,gloves,gloves,768,1024,526,573,319,371,771,814,325,385,Gloves is red
713282,backpacks,backpacks,1024,768,143,325,110,620,322,468,105,188,Backpacks are these people carrying on their backs
713286,horse,tail,683,1024,443,963,142,653,928,998,209,458,Horse's tail is brown
713291,skis,skis,768,1024,553,594,296,346,516,615,283,314,Skis is the persons feet
2417245,buildings,buildings,375,500,315,498,2,193,1,307,0,196,Buildings is behind the trains
713336,phones,phones,678,1024,435,466,238,272,499,545,223,263,Their phones are these two people looking at
713336,cellphones,cellphones,678,1024,435,466,238,272,499,545,223,263,Their cellphones are they looking at
713338,hands,hands,768,1024,141,184,479,501,163,221,450,523,Her hands is the woman on the floor looking at
713338,object,lap,768,1024,466,1020,274,750,584,727,502,549,The Rainbow object on her lap is the woman on the couch looking at
2417275,glasses,glasses,333,500,102,151,106,131,411,438,109,153,Glasses is on the men's faces
713358,vehicles,vehicles,683,1024,454,904,312,625,58,527,268,615,Two large vehicles is driving along the busy street
713358,Vehicles,Vehicles,683,1024,454,904,312,625,58,527,268,615,Vehicles is shown parallel to each other
713385,wetsuit,man,768,1024,350,600,196,619,343,599,98,619,Man's wetsuit is black
713394,dock,dock,576,1024,0,1022,0,509,0,1021,295,492,The dock are the boats tied to
713415,shirts,shirts,349,1024,282,304,48,69,396,417,140,165,Shirts is red
713429,toothbrush,toothpaste,1024,681,510,622,619,630,517,618,620,645,A toothbrush and a toothpaste are there on the desk
713434,Tables,Tables,612,612,3,608,332,612,2,606,179,360,Tables is the food sitting on
713446,shirt,cardigan,683,1024,455,641,307,678,441,711,303,643,A blue shirt and black cardigan is the woman on the left wearing
713446,glasses,scarf,683,1024,730,847,223,274,728,924,252,562,Glasses and a printed green scarf is the woman on the right wearing
2417393,cereal boxes,cereal boxes,500,375,0,26,186,273,17,45,214,273,Cereal boxes is that on the left of the stove
713467,picture,baby,768,1024,218,300,163,253,235,295,171,243,Picture of baby is on the wall
713499,sinks,sinks,369,555,401,506,232,295,288,350,196,230,Sinks in bathroom are identical
713510,skis,skis,686,1024,529,607,85,351,412,524,71,339,Skis are on the feet of the man upside down
713541,shirt,pants,680,1024,870,981,244,406,830,1004,403,606,Gray shirt and light gray pants is the boy wearing
2417478,animals,animals,375,500,75,287,68,355,63,229,32,256,Animals is present
2417478,elephants,elephants,375,500,75,287,68,355,63,229,32,256,Elephants are they
713618,buses,buses,684,1024,83,703,210,498,675,1017,161,535,Buses are the two large vehicles
713618,buses,buses,684,1024,83,703,210,498,675,1017,161,535,Two buses is white
713628,shirt,shirt,411,1024,327,421,183,246,679,850,183,306,"A yellow shirt, and a red shirt are they wearing"
713642,headlights,headlights,768,1024,375,391,525,539,513,535,527,545,The headlights is on
713645,lights,lights,664,1024,215,234,308,357,383,392,407,435,Traffic lights are there several of
713655,Golden retrievers,Golden retrievers,853,1280,560,686,544,743,643,726,558,736,Golden retrievers are the dogs
713675,cars,cars,768,1024,956,1022,388,533,833,997,376,507,Two cars is parked on the right
2417615,mountains,mountains,375,500,0,74,171,228,112,413,186,224,Mountains is behind them
2417615,helmets,helmets,375,500,82,96,161,175,97,106,164,178,Helmets are they wearing
713693,posts,posts,681,1024,128,147,63,641,191,200,235,540,Lamp posts is lining the bicycle path
713699,hands,hands,695,1024,282,289,401,414,292,301,405,418,Holding hands are the people doing
713699,hands,hands,695,1024,282,289,401,414,292,301,405,418,Holding hands are the man and woman doing
713701,eyes,eyes,600,800,380,439,89,157,456,507,64,139,Eyes is on the kite
713712,cars,cars,768,1024,71,106,390,411,45,66,394,429,Cars is in the background
2417657,moped,bicycle,333,500,0,334,125,330,248,367,126,198,"Moped, bicycle are people riding"
713728,motor bike,motor bike,683,1024,203,824,23,660,635,860,0,340,Sitting on a motor bike is the cat doing
2417700,drinks,drinks,375,500,145,211,13,304,202,282,18,350,Drinks are two bottled items shown
713772,cans,cans,768,1024,17,52,468,532,39,67,461,517,Beer cans is on the table
713776,Water,ale,1024,768,278,360,530,616,474,554,504,624,Water and ale is the man drinking
713795,umbrellas,umbrellas,678,1024,509,885,196,446,78,481,222,377,Their umbrellas are the people sharing
713817,horses,horses,683,1024,0,766,192,682,469,890,205,681,Horses are the men riding
713834,pizza,pizza,1024,768,107,385,675,891,271,415,494,576,Pizza are the people going to eat
713834,boxes,boxes,1024,768,83,437,509,951,150,464,321,729,Two open cardboard boxes of pizza is on the wooden desk
713834,pizza,pizza,1024,768,107,385,675,891,271,415,494,576,Pizza are the people eating
713836,blue shades,blue tie-dye shirt,852,1024,311,411,208,248,277,493,290,614,Blue shades and a blue tie-dye shirt is the young skateboarder wearing
713836,cap,shirt,852,1024,455,519,89,163,479,627,133,323,A blue knit cap and a white shirt is the second skateboarder wearing
713864,sign,number,1024,679,180,293,290,471,222,261,329,380,There is a sign with the number six on it is on the sign to the left of the skier
713865,van,garage,664,1024,102,195,448,513,35,351,128,523,There is a van in the garage is in the garage
2417806,airplanes,airplanes,374,500,0,186,8,103,13,84,53,82,Airplanes are the large vehicles called
713899,red vest,yellow pants,768,1024,728,792,372,463,715,806,452,552,Yellow pants and a red vest is the boy wearing
713902,walls,walls,1200,900,776,899,0,833,586,795,0,733,Walls is painted white
713904,lady,suitcase,1024,683,0,350,452,897,110,580,711,985,Talking to a lady with a open suitcase are the people doing
713926,Boats,Boats,518,1024,538,745,413,443,822,1018,396,517,Boats is in the water
713936,Blinds,Blinds,768,1024,109,401,0,194,632,853,0,192,Blinds is covering the windows
713936,Computers,Computers,768,1024,601,724,43,176,711,844,148,246,Computers is on the desk
713943,cat,dog,768,1024,309,505,32,247,554,742,418,729,Dog and cat are the two animals
713944,Suits,Suits,1024,732,409,583,967,1017,653,717,905,1015,Suits are the men wearing
2347409,Ski poles,Ski poles,375,500,306,321,233,343,391,429,236,329,Ski poles is in the women's hands
61526,skateboarders,skateboarders,683,1024,316,492,250,583,479,901,0,455,The skateboarders are the boys watching
61526,beanies,beanies,683,1024,336,386,252,280,510,577,29,86,Beanies are the boys wearing on their heads
61528,horns,horns,679,1024,551,608,74,186,495,556,88,201,The giraffe's horns are furry
61544,sheep,sheep,768,1024,74,101,45,72,653,700,96,127,The sheep walk in the park are the sheep doing
61554,trees,trees,768,903,0,127,0,295,104,615,0,509,Leafy trees is behind the ruins
61582,cow,nose,685,1024,0,994,163,682,928,993,388,454,Cow's nose is black
61582,bird,beak,685,1024,242,411,120,356,371,408,138,162,Bird's beak is long and pointed
61583,trees,trees,1024,838,0,434,91,511,486,838,0,488,Trees is in the background
150503,poles,poles,809,1024,514,543,286,394,569,595,282,395,Ski poles that are stuck is on the ground beside the man adjusting his hat
285855,they,they,1024,731,165,313,315,670,411,578,315,637,They are barefoot is on the women's feet
285989,elephants,elephants,768,1024,314,543,103,357,25,204,315,495,Elephants in zoo are kids seeing
713017,carousel,carousel,768,1024,438,744,440,763,93,336,385,767,A carousel are the people riding
2373585,cabinets,cabinets,500,375,54,374,348,500,0,212,0,358,The cabinets is made of wood
713471,pan,fire,1024,897,36,214,679,713,65,135,476,698,A pan burning with superimposed fire is in the background
713471,pan,flame,1024,897,36,214,679,713,65,135,476,698,Flame in pan is not real
713566,spires,spires,1024,683,428,456,83,131,531,564,80,159,Two pointed spires are the building's towers topped with
2315402,Ski poles,Ski poles,334,500,225,326,119,215,168,224,186,227,Ski poles is the man in front holding
2315407,flowers,flowers,400,500,456,488,257,286,425,470,221,241,Flowers is in the vase
2315436,kite,woman,375,500,228,255,235,287,207,225,256,322,"A kite, a woman is carrying is rainbow colored"
2315467,Cows,Cows,333,500,143,333,183,328,83,353,146,296,Cows are these animals called
2315481,benches,benches,332,500,91,241,136,287,262,318,122,186,Benches are the two people lying on
2315498,tracks,tracks,333,500,317,499,227,334,0,406,246,333,Train tracks is under the train
2315522,buildings,buildings,375,500,58,495,93,333,0,76,91,273,Buildings is in the background
713607,trees,trees,960,1280,640,832,0,404,746,962,0,524,The trees is bare
713607,trees,trees,960,1280,640,832,0,404,746,962,0,524,Trees is tall yet bare
2315589,Animals,Animals,500,375,124,373,156,435,4,334,0,305,Animals is standing
713612,socks,socks,683,1024,42,72,576,608,23,45,580,609,Socks is white
2315646,Cars,Cars,500,388,64,226,436,499,0,80,440,500,Cars is in the foreground
2315652,Buildings,Buildings,375,500,0,120,6,157,111,265,114,216,Buildings is in background
2315668,vases,vases,500,375,30,150,53,403,143,344,116,447,Vases is shown in the photo
2315781,giraffes,giraffes,375,500,112,266,51,333,178,382,91,330,Giraffes are the animals in this picture called
2315797,Tracks,Tracks,322,500,148,240,252,320,0,202,215,306,Tracks is the train moving on
2315943,Skis,Skis,500,281,84,240,446,493,113,259,417,458,Skis is on the child's feet
2315954,tracks,tracks,332,500,96,499,179,321,365,499,252,299,Train tracks is the train on
2316065,skates,skates,400,500,233,274,162,198,241,282,168,200,Skates is the man in the air on
2316164,vehicles,vehicles,500,375,168,208,218,268,6,59,234,272,Vehicles is driving down the street
2316202,horns,horns,328,500,82,97,185,200,42,67,190,220,Horns is on the cow's head
2316231,poles,poles,375,500,276,337,145,216,136,166,200,272,Poles is the man holding
2316240,giraffes,giraffes,500,369,0,100,49,155,154,362,57,327,Giraffes are the people looking at
2316271,Pedestals,Pedestals,297,500,15,75,103,256,232,274,109,216,Pedestals are the children walking past
2316404,mirrors,mirrors,333,500,322,409,100,180,63,162,42,135,Mirrors are the cross shaped images in the picture
2316415,Bicycles,Bicycles,334,500,155,271,191,298,268,378,194,310,Bicycles are the people riding
2316429,collar,leash,500,375,143,186,162,202,184,211,179,211,Collar and leash is around the dog's neck
2316452,beverage,beverage,500,357,32,246,202,385,200,347,15,170,A beverage is the main subject of the photo
2316543,lights,lights,375,500,252,301,0,56,0,116,29,81,Lights is on the ceiling
2316547,zebras,zebras,333,500,35,212,83,331,211,460,105,300,Zebras are the animal species in the photo
2316774,sheep,sheep,333,500,78,157,157,300,270,435,130,262,Sheep is this picture of
2316943,ties,ties,500,333,52,109,214,304,184,205,214,305,Ties is around the women's necks
2316973,fencing,aircraft,272,500,157,499,237,253,71,88,237,253,"People, fencing and another aircraft is on the ground"
2317116,ramps,ramps,333,500,0,500,178,332,310,500,162,204,Riding on ramps are the people doing
2317121,birds,birds,343,500,307,341,198,252,72,132,172,278,The birds is on the grass
2317203,Metal,Metal,269,500,16,471,44,180,0,296,100,145,Metal are the planes made of
2317306,motorcycles,motorcycles,333,500,234,452,122,312,120,334,120,285,Motorcycles are the people riding
2317453,eyeglasses,eyeglasses,500,375,196,235,285,297,144,172,310,318,Eyeglasses is the man wearing on his eyes
2317467,clock,clock,500,354,65,80,386,434,114,165,372,422,A clock is in the photo
2317504,hand prints,hand prints,375,500,29,64,42,92,0,12,80,130,Reflection of hand prints is in the mirror
2317547,buildings,buildings,338,500,275,498,0,202,0,274,0,135,Buildings is in the background of the photo
2317588,wiimotes,wiimotes,500,333,208,246,220,268,64,119,152,192,Wiimotes are they holding
2317718,Game controllers,Game controllers,331,500,334,366,194,310,115,150,271,330,Game controllers are the people holding
2317748,Surfboards,Surfboards,375,500,249,324,221,242,306,324,128,170,Surfboards are the men riding
2317775,planes,planes,335,500,200,405,55,159,71,227,217,302,The planes is in the sky
2317812,motorcycles,motorcycles,333,500,4,166,51,286,101,495,66,325,Motorcycles is the subject of the photo
2317918,laptops,laptops,332,500,29,248,59,215,181,344,89,248,Laptops is on the table
2317962,chairs,chairs,333,500,379,423,24,79,338,380,23,80,Chairs is there to sit on
2318019,Bus,bike lane,375,500,251,489,331,375,91,162,199,224,Bus and bike lane is written on the street
2318103,Helmets,Helmets,500,492,239,306,19,95,324,398,43,119,Helmets are the police wearing on their heads
2318177,oranges,oranges,375,500,165,394,157,374,98,378,0,185,The oranges is under the knife
2318453,Wii Remotes,Wii Remotes,375,500,206,225,202,225,49,72,110,126,Wii Remotes are they holding
2318498,tree,building,500,378,137,373,12,282,306,355,206,285,Building and tree is on the other side of the road
