ImageID,LabelName1,LabelName2,ImageHeight,ImageWidth,XMin1,XMax1,YMin1,YMax1,XMin2,XMax2,YMin2,YMax2,ReferringExpression
alex_49942,pensive man,black umbrella above the man's head,481,640,0,635,17,475,6,632,0,475,The pensive man is holding the black umbrella above the man's head.
alex_287366,man,blue umbrella in the grass,425,640,480,602,7,253,242,468,61,190,The man is holding the blue umbrella in the grass.
alex_491377,blonde person wearing purple,blue umbrella,640,426,208,346,136,608,235,400,89,312,The blonde person wearing purple is holding the blue umbrella.
alex_222662,person,blue umbrella in the woman's hand,480,640,408,528,152,403,276,414,143,213,The person is near the blue umbrella in the woman's hand.
alex_246442,person,umbrella over the girls head,427,640,279,542,57,419,214,639,15,405,The person is holding the umbrella over the girls head.
alex_510636,person,umbrella above the lady,500,375,129,370,255,490,1,374,0,117,The person is under the umbrella above the lady.
alex_294403,man wearing beige,black umbrella in a persons hand,619,640,138,368,272,610,41,433,215,541,The man wearing beige is holding the black umbrella in a persons hand.
alex_64183,person wearing a red shirt,yellow umbrella being held sideways,427,640,274,336,194,358,262,353,164,234,The person wearing a red shirt is holding the yellow umbrella being held sideways.
alex_340665,person,brown umbrella in the air,480,640,238,417,69,276,86,599,258,478,The person is holding the brown umbrella in the air.
alex_527038,wet person in a coat,umbrella open above a person's head,640,499,284,460,412,639,191,406,389,488,The wet person in a coat is holding up the umbrella open above a person's head.
alex_537280,young man,umbrella in hand,480,640,151,230,82,335,62,313,36,177,The young man is holding the umbrella in hand.
alex_527054,person,tan umbrella open facing downward,480,640,260,406,20,467,127,295,239,392,The person is holding the tan umbrella open facing downward.
alex_305873,cute girl,red umbrella in hand,640,480,168,335,84,505,117,475,1,265,The cute girl is holding the red umbrella in hand.
alex_139992,lady man,patterned umbrella above the person,640,429,129,380,239,632,14,428,113,288,The lady man is holding the patterned umbrella above the person.
alex_328409,man wearing a tie and holding an umbrella and a clock,black umbrella,640,412,102,337,4,628,166,220,420,627,The man wearing a tie and holding an umbrella and a clock is holding the black umbrella.
alex_412384,girl,open umbrella in the air,640,478,198,286,227,459,100,302,199,286,The girl is holding the open umbrella in the air.
alex_377577,man,white umbrella in the air,428,640,155,329,120,422,53,373,41,202,The man is holding the white umbrella in the air.
alex_369393,man,red umbrella,640,482,96,412,217,632,4,481,73,356,The man is holding the red umbrella.
alex_209664,person,blurry umbrella,426,640,99,167,122,283,75,176,109,139,The person is holding the blurry umbrella.
alex_109316,man,black umbrella,640,425,198,384,300,580,38,383,187,379,The man is holding the black umbrella.
alex_551383,person,wet umbrella over the girl's head,612,612,313,533,409,598,259,600,163,464,The person is holding the wet umbrella over the girl's head.
alex_375566,person,yellow umbrella in her hand,640,480,162,250,271,510,136,288,232,275,The person is holding the yellow umbrella in her hand.
alex_316183,human man,umbrella,390,500,108,207,225,365,73,250,96,241,The human man is holding the umbrella.
alex_66336,thinking girl,pink umbrella above someone's head,640,427,58,413,216,639,25,426,100,628,The thinking girl is under the pink umbrella above someone's head.
alex_248284,man,plaid umbrella being held,640,427,255,382,150,410,283,425,80,158,The man is holding the plaid umbrella being held.
alex_361265,man,umbrella,427,640,307,490,136,419,393,569,41,148,The man is carrying the umbrella.
alex_486194,person,red umbrella above the person's head,480,640,64,337,182,474,48,599,26,403,The person is holding the red umbrella above the person's head.
alex_310071,person wearing a yellow tunic,umbrella on the shoulder of the person,640,421,139,285,237,626,116,357,180,289,The person wearing a yellow tunic is posing the umbrella on the shoulder of the person.
alex_293002,person,flowery umbrella in front of her,359,640,432,546,38,178,314,520,83,286,The person is sitting near the flowery umbrella in front of her.
alex_90594,girl,gray umbrella open above the people,480,640,121,371,170,470,0,624,0,284,The girl is sitting under the gray umbrella open above the people.
alex_271844,man,blue umbrella,427,640,546,589,256,331,522,588,218,266,The man is walking with the blue umbrella.
alex_371564,man wearing a coat,clear umbrella in hand,428,640,0,163,166,422,57,555,0,171,The man wearing a coat is standing underneath the clear umbrella in hand.
alex_209773,person,striped umbrella above him,480,640,184,638,204,472,0,640,0,271,The person is sitting under the striped umbrella above him.
alex_193407,man wearing a coat,yellow umbrella above the person's head,341,640,295,363,71,261,276,373,55,129,The man wearing a coat is holding the yellow umbrella above the person's head.
alex_553869,man,blue umbrella above the person,640,427,126,365,113,633,122,426,4,429,The man is holding the blue umbrella above the person.
alex_557981,unkempt man wearing a white t-shirt,white umbrella in the man's hand,640,428,43,348,198,633,0,428,68,437,The unkempt man wearing a white t-shirt is holding the white umbrella in the man's hand.
alex_93089,person,white umbrella,610,406,234,378,104,539,35,168,196,345,The person is using the white umbrella.
alex_265125,man wearing a black jacket,black umbrella leaning over,427,640,134,406,132,419,349,605,19,251,The man wearing a black jacket is holding up the black umbrella leaning over.
alex_177064,person,black umbrella in woods,640,427,192,262,281,492,189,304,261,353,The person is posing with the black umbrella in woods.
alex_357291,person,umbrella over the person's head,427,640,379,528,213,420,324,620,135,278,The person is holding the umbrella over the person's head.
alex_11181,man wearing all black,pink umbrella over a head,424,640,117,191,204,342,120,187,190,228,The man wearing all black is walking with the pink umbrella over a head.
alex_142261,man,pink umbrella in the air,640,427,140,365,162,632,12,423,31,167,The man is taking a break under the pink umbrella in the air.
alex_39866,girl,umbrella over the girls head,614,640,266,416,170,588,82,562,102,366,The girl is holding the umbrella over the girls head.
alex_269253,man,umbrella covering a person's head,451,640,352,541,106,443,5,390,133,230,The man is holding the umbrella covering a person's head.
alex_545735,man,umbrella in the woman's hand,640,480,267,466,456,639,220,479,396,616,The man is holding the umbrella in the woman's hand.
alex_209864,person,red umbrella above the person,427,640,76,418,186,315,62,228,52,195,The person is firmly gripping the red umbrella above the person.
alex_78803,man,umbrella in her hands,640,425,152,350,139,596,71,354,45,179,The man is shielding herself with the umbrella in her hands.
alex_308194,man,pink umbrella in air,332,500,281,336,119,261,145,221,120,153,The man is walking beneath the pink umbrella in air.
alex_37875,boy,large umbrella in the boy's hands,640,427,146,309,116,602,7,406,35,420,The boy is holding the large umbrella in the boy's hands.
alex_281602,person,umbrella in the air,640,428,199,260,361,510,142,297,301,364,The person is holding the umbrella in the air.
alex_341010,person,open umbrella being held above the person's head,640,640,126,346,93,631,89,451,0,213,The person is walking beneath the open umbrella being held above the person's head.
alex_343062,man wearing a swimsuit,multi-colored umbrella above the pool,427,640,361,631,279,363,0,404,0,365,The man wearing a swimsuit is swimming the multi-colored umbrella above the pool.
alex_472088,person wearing a printed white shirt,black umbrella in his hand,480,640,134,403,92,473,0,419,0,179,The person wearing a printed white shirt is sitting the black umbrella in his hand.
alex_463901,calm person wearing a white shirt,blue umbrella behind the person,375,500,97,240,237,311,63,292,60,290,The calm person wearing a white shirt is sitting beneath the blue umbrella behind the person.
alex_3109,person,black umbrella,640,480,231,332,272,563,33,431,86,295,The person is adjusting the black umbrella.
alex_85852,girl,green umbrella being held in front of the person,640,427,115,318,71,503,245,426,234,494,The girl is holding the green umbrella being held in front of the person.
alex_322610,person,umbrella,480,640,106,237,108,468,281,537,124,210,The person is walking by the umbrella.
alex_257076,person,yellow umbrella in his hand,432,640,328,639,131,430,321,634,51,330,The person is holding the yellow umbrella in his hand.
alex_230454,person,umbrella tilted back,455,640,244,536,98,447,197,639,18,352,The person is holding the umbrella tilted back.
alex_207937,human man,plaid umbrella over the person,427,640,0,105,190,426,0,254,7,220,The human man is holding the plaid umbrella over the person.
alex_103499,person,umbrella,425,640,242,496,181,419,252,639,72,333,The person is carrying the umbrella.
alex_263251,man wearing a japanese-style kimono,pink umbrella,500,375,100,246,272,492,91,360,171,346,The man wearing a japanese-style kimono is holding up the pink umbrella.
alex_150623,man,blue umbrella over persons head,479,640,285,454,121,428,265,460,65,152,The man is holding the blue umbrella over persons head.
alex_232563,man dressed for cold weather,umbrella above the man's head,640,480,96,366,89,621,1,435,0,229,The man dressed for cold weather is carrying the umbrella above the man's head.
alex_332923,standing person wearing a dress,rainbow umbrella in a persons hand,640,480,0,33,225,368,246,360,205,278,The standing person wearing a dress is standing beneath the rainbow umbrella in a persons hand.
alex_182805,attractive man,floral umbrella over the girl and dog,360,640,95,422,0,352,306,639,0,119,The attractive man is holding the floral umbrella over the girl and dog.
alex_500884,man,black umbrella being held up,640,640,84,170,271,567,88,193,235,342,The man is holding the black umbrella being held up.
alex_105622,man wearing blue pants,colorful umbrella,429,640,302,336,217,297,289,364,187,224,The man wearing blue pants is holding the colorful umbrella.
alex_308394,person,black umbrella in the person's hand,428,640,75,221,164,420,88,156,235,427,The person is beside the black umbrella in the person's hand.
alex_441543,person,colorful umbrella in the sky,403,640,0,155,218,396,93,570,64,381,The person is standing behind the colorful umbrella in the sky.
alex_122046,asian man,white umbrella,640,427,82,276,191,606,123,362,77,287,The asian man is holding the white umbrella.
alex_482848,boy,open umbrella,640,426,153,312,93,630,201,251,2,143,The boy is holding the handle of the open umbrella.
alex_380101,man,clear umbrella in her hand,325,500,282,349,111,323,268,394,62,130,The man is under the clear umbrella in her hand.
alex_52425,"person wearing a sweater, shorts and boots",blue umbrella in her hand,640,425,232,337,215,625,138,357,187,316,"The person wearing a sweater, shorts and boots is using one hand to hold the blue umbrella in her hand."
alex_466125,girl wearing a pink backpack,umbrella above the person,640,427,7,259,202,639,49,426,0,198,The girl wearing a pink backpack is standing under the umbrella above the person.
alex_5325,person dressed trendy,black umbrella over the girl's head,375,500,136,228,113,369,137,320,53,174,The person dressed trendy is carrying the black umbrella over the girl's head.
alex_496854,person,umbrella in a persons hand,480,640,362,637,176,472,174,437,0,179,The person is tilting the umbrella in a persons hand.
alex_1244,gloomy man,colorful umbrella in the sand,479,640,476,525,326,406,427,523,290,320,The gloomy man is sitting under the colorful umbrella in the sand.
alex_107741,impatient man,spotted umbrella over the person,640,480,153,339,222,630,124,369,193,349,The impatient man is under the spotted umbrella over the person.
alex_97502,person,striped umbrella,640,476,2,473,71,631,0,468,1,203,The person is ignoring the striped umbrella.
alex_306412,person wearing a coat,blue umbrella in hand,424,640,317,401,97,358,310,431,81,157,The person wearing a coat is under the blue umbrella in hand.
alex_281837,man wearing a sash,pink umbrella in her hand,640,480,48,378,17,566,176,255,1,280,The man wearing a sash is holding the pink umbrella in her hand.
alex_431364,man,umbrella above the person's head,480,640,202,264,201,385,203,303,176,223,The man is carrying the umbrella above the person's head.
alex_195798,man wearing suspenders,umbrella open in the air,640,427,154,342,255,571,161,412,179,317,The man wearing suspenders is holding the umbrella open in the air.
alex_161032,man,spotted umbrella over the head,480,640,353,524,201,399,324,476,145,267,The man is holding the spotted umbrella over the head.
alex_456239,man,umbrella,640,427,15,217,122,564,31,279,56,155,The man is holding the umbrella.
alex_288042,person,blue umbrella in the air,480,640,550,602,196,359,530,626,162,221,The person is walking with the blue umbrella in the air.
alex_357526,tan man,blue umbrella over the chair,640,424,106,206,330,477,0,424,1,462,The tan man is hiding under the blue umbrella over the chair.
alex_306495,happy man wearing a coat,umbrella in her hand,640,427,154,319,171,631,40,293,119,329,The happy man wearing a coat is holding the umbrella in her hand.
alex_249156,man in slacks,red umbrella,640,444,221,397,199,620,200,418,136,335,The man in slacks is hiding under the red umbrella.
alex_195914,man,yellow umbrella being held,425,640,527,555,275,342,432,482,278,309,The man is walking with the yellow umbrella being held.
alex_447613,man,large umbrella over the woman's body,640,480,130,360,128,631,113,466,91,197,The man is texting under the large umbrella over the woman's body.
alex_367953,man,large umbrella in her hands,640,427,178,281,103,479,185,423,20,210,The man is holding the large umbrella in her hands.
alex_402774,man wearing blue,umbrella,640,425,127,276,158,622,111,367,40,193,The man wearing blue is walking in the rain holding the umbrella.
alex_570714,white man,black umbrella in the air,640,425,198,379,198,558,164,383,131,302,The white man is shielding herself with the black umbrella in the air.
alex_214363,man,blue umbrella,640,427,127,196,340,544,88,247,278,336,The man is under the blue umbrella.
alex_95583,man,black umbrella,640,424,141,283,227,506,70,344,80,236,The man is holding the black umbrella.
alex_187624,man in a blue jacket,umbrella over a childs head,640,479,89,225,41,466,279,432,212,354,The man in a blue jacket is beside the umbrella over a childs head.
alex_353658,content person wearing a gray coat,umbrella being held,427,640,203,349,179,416,134,403,72,256,The content person wearing a gray coat is holding the umbrella being held.
alex_497032,covered person wearing pink sandals,large umbrella over the girl's body,640,469,172,340,348,446,0,467,0,378,The covered person wearing pink sandals is holding the large umbrella over the girl's body.
alex_427401,man wearing a black coat,black umbrella in the air,640,427,86,176,180,452,26,159,152,236,The man wearing a black coat is holding the black umbrella in the air.
alex_21400,man wearing a tshirt with yellow script,pink umbrella in her hand,353,500,192,274,82,317,52,161,61,120,The man wearing a tshirt with yellow script is beside the pink umbrella in her hand.
alex_480663,person,white umbrella on the table,500,375,126,319,185,469,49,374,23,118,The person is under the white umbrella on the table.
alex_478621,man,umbrella in his hand,427,640,431,520,138,372,395,532,106,153,The man is holding the umbrella in his hand.
alex_552364,children person in yellow shorts,umbrella,480,640,172,305,283,322,321,437,228,276,The children person in yellow shorts is sitting under the umbrella.
alex_581040,man dressed for a warm day,yellow umbrella,640,480,68,279,359,639,1,478,0,229,The man dressed for a warm day is sitting under the yellow umbrella.
alex_163257,person wearing black pants,pink umbrella in the man's hand,640,425,41,386,0,632,100,311,160,206,The person wearing black pants is holding the pink umbrella in the man's hand.
alex_464317,person,umbrella above the lady's head,640,401,102,327,163,623,100,396,84,237,The person is holding the umbrella above the lady's head.
alex_57265,person,up umbrella over her head,611,640,279,447,267,513,156,501,206,454,The person is holding the up umbrella over her head.
alex_296393,person,umbrella in the boy's hands,640,424,117,178,373,558,60,247,236,423,The person is holding the umbrella in the boy's hands.
alex_95692,young man,umbrella raised in the air,426,640,319,381,239,375,371,639,110,425,The young man is skateboarding by the umbrella raised in the air.
alex_384462,man,yellow umbrella held by the person,483,640,328,567,108,476,236,605,32,256,The man is holding the yellow umbrella held by the person.
alex_497106,girl wearing a purple dress,multi-colored umbrella above the person,640,480,124,313,214,604,27,399,102,235,The girl wearing a purple dress is holding the multi-colored umbrella above the person.
alex_536027,man wearing a hoodie,closed umbrella near the ground,375,500,5,331,2,248,4,92,0,185,The man wearing a hoodie is carrying the closed umbrella near the ground.
alex_201637,person,tan umbrella on a shoulder,427,640,210,594,61,420,54,621,1,426,The person is holding the tan umbrella on a shoulder.
alex_103904,hot person wearing a yellow shirt and has a towel around her neck,open umbrella behind the woman's head,456,500,108,256,71,346,73,327,18,212,The hot person wearing a yellow shirt and has a towel around her neck is under the open umbrella behind the woman's head.
alex_347620,man,wet umbrella over the woman,640,427,191,310,198,610,133,341,70,283,The man is holding the wet umbrella over the woman.
alex_468456,man,white umbrella in hand,425,640,275,496,109,420,310,639,0,171,The man is holding the white umbrella in hand.
alex_323155,man,umbrella,500,378,186,287,123,314,167,294,45,139,The man is holding the umbrella.
alex_425472,man wearing a jacket,red umbrella at the bench,427,640,270,330,306,403,273,352,287,322,The man wearing a jacket is holding the red umbrella at the bench.
alex_36361,person wearing a folk costume,pink umbrella,640,427,140,258,340,639,93,407,68,326,The person wearing a folk costume is underneath the pink umbrella.
alex_396820,person,yellow umbrella in the woman's hand,640,480,0,272,110,639,119,479,3,152,The person is holding the yellow umbrella in the woman's hand.
alex_112160,man,white umbrella being held,453,640,266,404,156,446,250,460,67,198,The man is using the white umbrella being held.
alex_144929,person wearing sandals,open umbrella in the air,640,424,137,296,152,471,41,223,60,153,The person wearing sandals is jumping with the open umbrella in the air.
alex_491061,fancy person,transparent umbrella in the brides hands,427,640,204,424,31,403,172,358,0,132,The fancy person is holding the transparent umbrella in the brides hands.
alex_509497,tall person,open umbrella in her hand,429,640,375,426,200,324,375,430,172,216,The tall person is holding the open umbrella in her hand.
alex_443969,man wearing a green blouse,umbrella over the girls heaf,612,612,0,132,109,579,181,475,28,149,The man wearing a green blouse is beside the umbrella over the girls heaf.
alex_128586,person,pink umbrella on the stroller,382,500,153,273,122,332,62,178,95,159,The person is sitting by the pink umbrella on the stroller.
alex_259345,man wearing a colorful dress,pink umbrella over a mans head,640,427,11,426,67,639,0,407,37,442,The man wearing a colorful dress is holding the pink umbrella over a mans head.
alex_194153,man,umbrella,640,476,146,357,117,561,283,395,320,546,The man is holding the umbrella.
alex_260370,man,umbrella in the persons hands,494,640,439,527,107,366,399,592,71,214,The man is using the umbrella in the persons hands.
alex_317033,person,umbrella over the elephant,425,640,315,388,248,423,455,639,28,171,The person is standing by the umbrella over the elephant.
alex_401018,person,wet umbrella open in her hands,640,640,352,524,255,639,206,573,121,408,The person is holding the wet umbrella open in her hands.
alex_568956,man dressed for wet weather,navy umbrella above the person,640,426,203,425,124,639,114,425,3,271,The man dressed for wet weather is holding the navy umbrella above the person.
alex_162088,gothic person wearing dark clothing,clear umbrella,500,500,24,220,222,490,14,352,180,344,The gothic person wearing dark clothing is using the clear umbrella.
alex_509590,girl,red umbrella in the girl's hand,640,427,134,381,87,428,92,358,78,353,The girl is playing with the red umbrella in the girl's hand.
alex_165527,man wearing a neon watch,colorful umbrella open near the ground,427,640,124,222,73,384,155,296,150,335,The man wearing a neon watch is pushing up the colorful umbrella open near the ground.
alex_321176,wet white person,clear umbrella over the woman,471,640,407,638,80,411,178,639,0,470,The wet white person is using the clear umbrella over the woman.
alex_528046,girl in red,red umbrella in the girl's right hand,640,427,86,426,89,521,15,239,168,482,The girl in red is holding the red umbrella in the girl's right hand.
alex_89032,person,black umbrella carried by the person,407,640,327,386,166,358,284,415,129,208,The person is using the black umbrella carried by the person.
alex_258382,"person wearing a scarf, holding an umbrella",frilly umbrella the girl's hands,640,480,87,285,72,597,121,445,1,226,"The person wearing a scarf, holding an umbrella is holding the frilly umbrella the girl's hands."
alex_65208,man wearing blue jean pants,black umbrella in his hand,500,375,145,199,219,358,157,226,211,240,The man wearing blue jean pants is holding the black umbrella in his hand.
alex_407225,white person wearing a comfortable outfit,blue umbrella in rain,479,640,245,404,131,370,263,421,95,196,The white person wearing a comfortable outfit is holding the blue umbrella in rain.
alex_1722,shadowed person wearing jeans,umbrella,428,640,152,195,277,381,146,223,258,281,The shadowed person wearing jeans is holding the umbrella.
alex_339678,cold man wearing a jacket,open umbrella over the person's head shielding them,640,640,192,352,261,545,164,446,121,283,The cold man wearing a jacket is holding the open umbrella over the person's head shielding them.
alex_409331,cheerful man,camoflauged umbrella on his head,640,493,2,490,103,629,0,493,3,284,The cheerful man is wearing the camoflauged umbrella on his head.
alex_126727,boy,umbrella,640,480,146,347,144,483,140,167,286,509,The boy is holding the umbrella.
alex_575243,man,black umbrella,427,640,287,335,174,333,242,364,142,220,The man is holding the black umbrella.
alex_143125,person,blue umbrella to the right of the man,640,426,42,227,234,550,262,377,406,539,The person is near the blue umbrella to the right of the man.
alex_20254,man wearing a grey t-shirt,umbrella above the man,480,640,174,421,103,474,235,581,1,298,The man wearing a grey t-shirt is holding the umbrella above the man.
alex_385669,man wearing pinstripe pants,umbrella in the woman's hand,640,425,130,273,114,592,97,326,38,180,The man wearing pinstripe pants is holding the umbrella in the woman's hand.
alex_253742,person,see-through umbrella,480,640,391,528,92,471,337,614,0,186,The person is holding the see-through umbrella.
alex_370486,person,colorful umbrella above the woman's head,640,421,158,276,109,604,81,300,53,219,The person is holding the colorful umbrella above the woman's head.
alex_298812,young girl,dotted umbrella in the girl's hands,640,426,31,422,11,587,86,216,146,511,The young girl is holding the dotted umbrella in the girl's hands.
alex_411480,boy,blue umbrella in the hands of the child wearing the orange shirt,478,640,144,186,166,304,85,241,108,232,The boy is holding the blue umbrella in the hands of the child wearing the orange shirt.
alex_198489,young girl,umbrella,640,428,104,276,92,431,0,313,415,593,The young girl is trying to grab the umbrella.
alex_322194,person wearing a black jacket,red umbrella,640,595,333,525,317,631,263,580,61,371,The person wearing a black jacket is under the red umbrella.
alex_339823,happy girl,patterned umbrella being held up in the air,640,484,17,356,184,634,70,395,39,358,The happy girl is holding the patterned umbrella being held up in the air.
alex_392511,man,green umbrella above the man,640,480,115,397,103,631,0,479,0,639,The man is under the green umbrella above the man.
alex_153578,man,flowery umbrella in the air,427,640,80,393,16,419,0,475,1,252,The man is holding the flowery umbrella in the air.
alex_331648,person,"tan umbrella outdoors, over the head of a woman, walking on the street",640,512,118,424,199,631,56,433,20,257,"The person is carrying the tan umbrella outdoors, over the head of a woman, walking on the street."
alex_477069,person wearing orange robes,umbrella,640,512,57,205,225,584,0,223,159,313,The person wearing orange robes is holding the umbrella.
alex_343963,person wearing a purple shirt,mutli-colored umbrella in the man's hand,287,640,61,135,185,276,35,141,150,186,The person wearing a purple shirt is holding the mutli-colored umbrella in the man's hand.
alex_47004,person,black umbrella being used,513,640,152,284,101,459,156,324,82,125,The person is holding the black umbrella being used.
alex_262048,resting person,red umbrella above the people,612,612,279,526,358,560,73,511,144,365,The resting person is underneath the red umbrella above the people.
alex_81827,person,pink umbrella in the girls hands,640,396,94,309,207,632,4,395,33,204,The person is holding the pink umbrella in the girls hands.
alex_266151,man,umbrella on top of the man,640,480,30,253,291,629,1,305,163,457,The man is holding the umbrella on top of the man.
alex_333737,man,open umbrella in the man's hand,640,480,170,354,166,528,74,354,106,300,The man is holding the open umbrella in the man's hand.
alex_333745,man,blue umbrella in the woman's hand,640,427,54,191,144,502,40,277,88,145,The man is carrying the blue umbrella in the woman's hand.
alex_14265,person,umbrella in the air,640,427,71,166,463,639,48,188,410,498,The person is holding the umbrella in the air.
alex_442306,child person wearing a raincoat and rain boots,black umbrella behind her,640,640,249,416,145,601,81,460,78,361,The child person wearing a raincoat and rain boots is holding the black umbrella behind her.
alex_73702,man,umbrella on top of a man's head,640,464,122,460,193,639,128,332,154,227,The man is wearing the umbrella on top of a man's head.
alex_274418,tall man wearing sandals,umbrella open over the woman's head,640,640,370,533,120,617,355,563,43,138,The tall man wearing sandals is holding the umbrella open over the woman's head.
alex_237558,person wearing a dark jacket,blue umbrella being carried,640,521,304,394,120,340,273,409,74,125,The person wearing a dark jacket is holding the blue umbrella being carried.
alex_45053,man,black umbrella in the air,512,640,4,254,148,505,390,639,0,149,The man is holding the black umbrella in the air.
alex_554114,person,tall parking meter on the sidewalk,640,480,221,461,300,603,128,228,74,544,The person is crocheting the tall parking meter on the sidewalk.
alex_46743,person,designed parking meter on sidewalk,640,480,97,309,216,514,305,385,45,221,The person is near the designed parking meter on sidewalk.
alex_292118,person,silver parking meter on the sidewalk,480,640,167,420,89,474,351,391,157,205,The person is standing near the silver parking meter on the sidewalk.
alex_187543,man wearing a baseball cap,black parking meter on a pole by the street,480,640,132,442,89,474,454,500,180,328,The man wearing a baseball cap is standing near the black parking meter on a pole by the street.
alex_522778,person,parking meter on the side walk,480,640,427,639,4,456,361,424,26,157,The person is drilling near the parking meter on the side walk.
alex_258078,boy wearing a brown shirt and jeans,black parking meter,640,426,87,254,141,619,166,270,57,220,The boy wearing a brown shirt and jeans is standing near the black parking meter.
alex_447009,person,black parking meter in front of the car,480,640,290,459,108,409,2,35,162,232,The person is standing near the black parking meter in front of the car.
alex_567205,person,black parking meter,480,640,266,545,29,474,296,349,141,333,The person is near the black parking meter.
alex_273450,caucasian person,metal parking meter in front of a car,612,640,0,361,290,603,0,640,0,604,The caucasian person is near the metal parking meter in front of a car.
alex_201899,man,standing parking meter near the cars,640,427,70,295,1,515,119,160,132,222,The man is riding a skateboard in front of the standing parking meter near the cars.
alex_95677,person in a yellow jacket,black parking meter near the street,640,409,40,235,46,549,236,280,142,264,The person in a yellow jacket is putting money into the black parking meter near the street.
alex_472643,girl,covered parking meter in the street,554,640,0,447,39,480,370,518,129,542,The girl is decorating the covered parking meter in the street.
alex_30828,person in an orange sleeping bag,metal parking meter behind a bench,427,640,181,575,160,264,225,294,75,159,The person in an orange sleeping bag is laying on the metal parking meter behind a bench.
alex_169331,person,parking meter on the sidewalk,480,640,500,618,11,361,214,376,26,321,The person is standing on the sidewalk near the parking meter on the sidewalk.
alex_214648,person,gray parking meter far left lower corner,480,640,372,428,345,479,0,107,205,479,The person is standing by the gray parking meter far left lower corner.
alex_107004,boy,black parking meter next to the boy,640,578,381,532,43,622,323,391,0,176,The boy is playing with the black parking meter next to the boy.
alex_162818,person in a yellow coat,bus in the snow,338,640,101,186,161,312,49,465,90,274,The person in a yellow coat is walking by the bus in the snow.
alex_534275,man wearing tennis,white bus in the street,640,427,0,185,104,626,1,135,48,212,The man wearing tennis is walking towards the white bus in the street.
alex_120340,man wearing a brown shirt and khakis,stopped bus on a road,480,640,279,591,23,473,0,586,0,468,The man wearing a brown shirt and khakis is putting a bike on the stopped bus on a road.
alex_341017,man,tall bus on the road,480,640,412,551,90,279,0,640,233,471,The man is standing stooped on top of the tall bus on the road.
alex_18462,person,red bus,640,480,123,388,337,633,157,294,145,271,The person is waiting for the red bus.
alex_408610,man,red bus in the street,427,640,336,638,165,420,226,484,109,270,The man is showing the red bus in the street.
alex_535588,person,long bus at the bus stop,500,430,273,376,141,309,38,338,60,331,The person is standing in front of the long bus at the bus stop.
alex_319534,person wearing a white t-shirt,white bus near the person,480,640,243,429,85,471,1,639,3,473,The person wearing a white t-shirt is riding the white bus near the person.
alex_36077,person,grey bus on the street,480,640,208,385,178,358,0,640,0,480,The person is sitting on the grey bus on the street.
alex_564276,bored person,long bus parked on the street,375,500,24,144,103,369,5,189,0,354,The bored person is leaning on the the long bus parked on the street.
alex_556101,man wearing jeans,grey bus next to the building,640,480,235,318,267,476,139,476,169,410,The man wearing jeans is taking pictures in front of the grey bus next to the building.
alex_64088,old person dressed in black,bus on the road,640,460,240,348,162,434,192,419,38,278,The old person dressed in black is walking behind the bus on the road.
alex_122981,boy,parked bus to right,425,640,135,590,99,420,364,639,2,415,The boy is standing near the parked bus to right.
alex_232550,man,white bus in the city,428,640,477,546,205,411,0,401,107,410,The man is standing near the white bus in the city.
alex_191613,man,red bus in the street,640,425,135,200,339,526,91,394,160,573,The man is standing on the red bus in the street.
alex_469119,young boy,yellow bus on the road,485,500,104,177,158,328,3,486,1,383,The young boy is getting into the yellow bus on the road.
alex_7325,involved man wearing flannel,small bus,481,640,498,632,126,456,101,431,91,283,The involved man wearing flannel is standing in front of the small bus.
alex_570539,grumpy man,red bus in front of a building,500,372,139,295,130,312,0,369,1,499,The grumpy man is sitting inside of the red bus in front of a building.
alex_213728,man,bus on the street,480,640,8,85,170,446,83,614,26,398,The man is stopping the bus on the street.
alex_228477,man wearing blue jeans,bus on the road,426,640,100,206,95,390,1,462,0,410,The man wearing blue jeans is standing on the bus on the road.
alex_336628,make man,stopped bus in the road,640,428,126,274,61,581,0,427,0,638,The make man is getting off the stopped bus in the road.
alex_487692,man,red bus,640,480,236,399,255,628,0,479,0,616,The man is posing near the red bus.
alex_83736,person in a blue jacket,bus stopped at a station,640,427,34,76,398,575,43,408,17,596,The person in a blue jacket is getting off the bus stopped at a station.
alex_291606,person,bus on the road,640,508,210,327,257,567,0,508,0,606,The person is boarding the bus on the road.
alex_138040,person,bus near the forest,427,640,356,387,181,272,290,564,131,268,The person is walking away from the bus near the forest.
alex_53580,person,empty bus on the road,428,640,0,325,52,426,0,640,2,427,The person is sitting on the empty bus on the road.
alex_417115,man,bus,428,640,229,302,205,382,104,472,108,303,The man is walking by the bus.
alex_17244,person,black bus in the street,640,427,12,104,19,188,11,426,0,262,The person is driving by the black bus in the street.
alex_362343,person,orange bus on the road,640,533,34,125,433,637,130,199,329,390,The person is standing far from the orange bus on the road.
alex_504700,clean man wearing a suit,bus behind the man,640,628,340,498,220,608,8,485,8,543,The clean man wearing a suit is standing in front of the bus behind the man.
alex_239492,man wearing a light colored cap and plaid shirt,bus on the street,480,640,345,431,182,293,4,222,8,320,The man wearing a light colored cap and plaid shirt is sitting on a bench near the bus on the street.
alex_6033,boy wearing a blue bracelet and flip flops,bus by the pavement,640,480,190,362,86,528,4,458,2,352,The boy wearing a blue bracelet and flip flops is by the bus by the pavement.
