ImageID,LabelName1,LabelName2,ImageHeight,ImageWidth,XMin1,XMax1,YMin1,YMax1,XMin2,XMax2,YMin2,YMax2,ReferringExpression
new950,Man,Pink shirt,534,800,732,775,486,531,753,766,502,531,Man wears Pinko shirt
new951,trees,lawn,800,534,234,532,230,525,234,532,422,526,trees in lawn
new952,Branch,Plant,426,568,484,506,301,390,475,509,296,380,Branch on Industrial plant
new953,man ,bike,426,568,341,418,299,398,341,406,364,407,homo is on bike
new954,cats,chair,426,568,131,467,134,406,2,565,5,424,cats on chair
new955,cat,tongue,426,568,4,568,49,424,203,260,366,410,cat hold tongue
new956,cat,ear,426,568,2,456,110,389,334,394,110,169,quat has ear
new957,brown kitty,cat,426,568,31,467,87,339,1,463,214,412,brown kitty on top of cat
new958,ear,ear,426,568,268,341,101,197,268,341,101,197,ear of ear
new959,water,mountains,384,512,3,509,212,382,5,511,0,100,piss near mountains
new960,headlight,car,384,512,199,247,168,222,40,457,44,374,headlamp on car
new961,sunglasses,head,601,800,145,330,93,184,122,331,102,356,dark glasses on head
new962,girl,eyes,601,800,186,504,116,525,339,447,275,312,girl have eyes
new963,woman,man,601,800,391,559,160,549,136,387,68,542,charwoman next ot man
new964,person,sidewalk,601,800,39,277,5,597,5,800,421,592,person on pavement
new965,person,bridge,601,800,752,779,497,533,1,796,332,487,person walking on bridge
new966,papers,board,240,320,113,159,59,77,101,180,55,118,papers on board
new967,brick,ground,800,600,2,382,428,449,1,596,420,795,brick is on undercoat
new968,step,sidewalk,800,600,197,594,546,588,3,599,448,799,step on pavement
new969,window,building,800,600,297,340,198,235,7,78,106,210,window attach to building
new970,window,building,800,600,361,406,245,291,168,599,3,437,windowpane on the face of the building
new971,branch,tree,800,600,1,213,143,307,19,232,2,329,branch on sir herbert beerbohm tree
new972,ground,leaves,800,600,3,595,409,790,13,595,405,798,ground is filled with leaves
new973,needles,ground,800,600,0,572,454,760,58,396,493,764,needles lie in on ground
new974,wall,building,800,600,1,433,3,458,2,596,0,477,wall on construction
new977,pathway,building,800,600,139,598,464,517,1,599,8,469,pathway exist in front of building
new978,light,street,800,600,2,347,463,673,2,598,469,798,light headed shining street
new979,red flower,tree,800,600,151,168,359,376,25,203,202,423,red flower part of tree
new980,greenleaves,tree,800,600,404,448,233,277,288,454,168,381,greenleaves visible on tree
new982,row,hedges,534,800,582,796,192,315,571,800,186,311,row of hedge
new983,wall,sidewalk,534,800,12,86,179,301,24,422,273,396,wall walking on pavement
new984,carving,wall,534,800,132,159,37,79,122,157,45,71,carving on bulwark
new985,woman,sidewalk,534,800,434,502,245,481,200,734,288,527,woman on pavement
new986,banana,plate,480,640,192,390,178,312,193,339,77,193,banana on home plate
new987,rocks,stairs,480,640,221,274,274,327,4,603,297,476,rocks on the stairs
new988,people,plane,508,800,580,673,295,370,28,361,24,242,people look out plane
new989,flag,spacesuit,435,639,435,497,138,208,247,627,104,423,flag on spacesuit
new990,logo,box,600,800,290,381,181,330,114,756,110,517,logo on the box seat
new991,wheel,luggage cart,600,800,185,221,530,566,155,400,399,584,wheel bond to luggage cart
new992,pickup,stairs,600,800,555,686,334,409,644,721,264,378,pickup by stair
new993,truck,plane,600,800,371,495,334,482,181,704,212,334,truck skinny plane
new994,person,t shirt,600,800,620,698,372,540,635,683,403,458,person wears t shirt
new995,wall,building,500,309,1,309,0,286,1,309,1,498,wall on side of building
new996,sign,people,600,800,233,257,207,225,414,574,227,282,sign for people
new997,head,lady,483,500,101,161,103,159,45,197,101,395,head of madam
new998,woman,pillow,413,620,209,287,208,397,255,287,210,294,woman holding pillow
new1000,worker,vest,600,800,522,560,279,324,526,550,295,322,proletarian wearing vest
new1001,grass,field,600,800,2,95,388,434,6,311,413,599,grass on the field
new1002,machine,leg,413,550,2,195,99,406,66,103,339,409,machine has a a leg
new1003,man,machine,404,606,293,371,125,316,367,439,89,227,man playing the machine
new1004,boy,shirt,600,800,263,319,282,450,263,315,315,382,boy wearing a shirt
new1006,head,post,353,300,50,87,105,156,58,67,162,338,head is on post
new1007,curtains,window,600,800,49,178,94,155,36,125,176,337,curtains is on window
new1008,frame,artwork,336,450,48,109,127,166,46,110,127,172,frame is around artwork
new1009,urn,right,568,672,154,176,260,305,17,181,6,553,urn on are right
new1010,parking lot,lines,563,750,4,750,335,562,85,492,420,519,parking lot has a a lines
new1011,wall,building,346,500,0,499,0,285,1,498,0,344,wall is on side of building
new1012,sandy area,beach,600,800,1,798,260,598,1,798,254,597,sandy area on the beach
new1013,man,shirt,600,800,401,436,264,330,399,436,264,323,man wearing a a shirt
new1014,white label,shelf,600,800,257,292,292,313,118,482,132,589,white label on are shelf
new1017,man,pictures,541,800,527,788,42,540,1,458,4,394,man looking  pictures
new1019,letters,word,800,600,298,533,112,197,295,540,109,194,letters spell the word
new1020,girl,ponytail,648,486,116,223,216,406,184,203,216,278,girl are with a ponytail
new1021,man,eye glass,300,270,8,128,137,300,63,78,161,173,man are in an eye glass
new1022,girl,room,336,448,330,372,58,141,1,445,3,331,girl standing in back of a room
new1023,man,easel,600,800,470,737,141,474,394,548,169,344,man are with a easel
new1024,ceiling,lights,480,640,48,630,18,89,537,558,59,69,ceiling is covered in lights
new1025,door,house,249,407,61,392,22,242,81,107,144,199,door on are house
new1026,podium,chairs,360,541,409,511,174,294,165,308,181,253,podium are near the chairs
new1027,seats,row,300,560,302,370,165,233,262,342,153,209,seats are in an row
new1028,structure,supports,600,800,245,381,471,536,336,464,481,541,structure on are supports
new1029,car,seat,565,800,3,797,3,563,3,168,47,562,car has luxury  seat
new1030,step,wall,800,600,206,511,383,483,266,597,3,527,step are next to the wall
new1031,shack,boat,533,800,163,319,169,245,208,314,230,264,shack is near the boat
new1032,cart,luggage,600,800,52,239,402,600,97,213,515,589,cart is for luggage
new1033,puffs,bakery,486,650,51,106,203,242,19,529,40,464,puffs are in an bakery
new1035,box,candies,375,500,32,181,3,91,60,167,4,74,box are with a candies
new1036,bread,bread,336,500,298,363,71,101,298,363,71,101,bread is on top of bread
new1037,man,white,379,500,375,464,102,278,30,58,156,170,man are in an white
new1038,goods,basket,403,575,312,485,195,238,314,546,237,262,goods are in an basket
new1039,woman,bread,375,500,226,291,141,209,55,435,218,255,woman are in front of a bread
new1040,sign,window,600,800,649,696,0,74,572,800,2,194,sign on are window
new1041,girl,skirt,600,800,697,798,72,373,715,796,221,281,girl is wearing skirt
new1042,man,jeans,426,568,76,201,117,415,94,179,255,393,man is wearing jeans
new1043,woman,shirt,343,500,266,406,92,229,285,396,136,211,woman wearing a a shirt
new1044,table,wall,515,800,65,129,146,186,4,271,2,192,table are sitting near wall
new1045,metal chair,table,530,800,421,542,251,335,189,776,297,525,metal chair at a table
new1046,wine bottle,table,480,640,574,602,306,409,501,635,207,446,wine bottle on a table
new1047,man,woman,594,754,139,473,5,287,207,467,240,503,man is baptizing woman
new1050,shelf,bar,512,768,613,709,396,476,18,758,4,491,shelf is at bar
new1051,flowers,table,300,400,2,100,0,234,3,375,57,299,flowers on are table
new1052,wine,glass,300,445,252,281,187,263,269,290,200,260,wine on are glass
new1053,chair,table,300,350,206,290,171,266,125,213,175,275,chair is at table
new1054,boats,water,265,362,45,91,79,95,0,348,76,101,boats in the water
new1055,man,head,237,316,31,257,73,236,133,197,74,138,man has a head
new1056,person,tank top,532,720,507,669,194,371,558,609,215,283,person wearing a a tank top
new1058,comforter,bed,547,674,1,489,355,545,0,501,335,544,comforter are covering a bed
new1060,armoire,television,558,622,16,134,380,530,4,96,185,354,armoire are with a television
new1061,pillow,headboard,582,801,236,361,276,367,46,311,244,387,pillow is against headboard
new1062,ottoman,floor,800,717,155,426,525,696,2,717,470,799,ottoman is on top of floor
new1063,tv,dresser,480,640,127,318,119,243,9,348,253,423,tv on are dresser
new1064,window,blind ,471,512,247,309,72,248,248,310,70,111,window are with a blind 
new1065,sheet,bed,566,800,155,786,285,565,150,787,272,562,sheet on are bed
new1066,drapes,window,480,640,92,215,4,303,2,193,7,234,drapes on are window
new1067,picture,wall,399,600,154,205,77,162,50,136,44,122,picture on are wall
new1068,bed,floor,480,640,310,549,172,355,166,311,353,439,bed on are floor
new1070,boat,dock,599,800,471,636,380,528,325,568,404,552,boat on are dock
new1071,bikes,ground,534,800,16,560,265,494,13,772,227,532,bikes on are ground
new1072,Window,building,435,320,50,73,1,16,0,237,0,45,Window are in an building
new1073,light,ceiling,600,800,264,346,147,197,195,551,1,36,light are suspended from ceiling
new1074,car,car,600,800,26,368,457,597,449,776,462,590,car parked by a car
new1075,cups ,table,555,801,320,561,362,434,2,800,266,536,cups  on are table
new1076,light,ceiling,378,504,229,374,3,57,11,503,3,16,light is in ceiling
new1077,hand,man,267,400,248,305,218,243,151,300,60,252,hand are of a man
new1078,chair,bookshelf,375,500,48,289,191,363,104,419,17,204,chair are near the bookshelf
new1079,chair,carpet,400,600,228,309,234,342,232,403,303,367,chair on a  carpet
new1080,wires,panel,608,800,588,646,317,388,541,679,288,471,wires on are panel
new1081,mirror,wall,600,800,315,392,22,350,76,791,5,600,mirror is on the wall
new1082,basket,shoes,402,600,170,273,326,400,180,369,257,338,basket is filled with shoes
new1083,pillow,window seat,412,550,258,353,218,317,151,464,279,410,pillow are in an window seat
new1084,man,pants,479,640,170,379,43,383,211,353,218,401,man has a a pants
new1085,pins,lane,317,350,16,27,8,15,1,41,16,89,pins are in an lane
new1086,man,lane,480,640,153,286,148,359,211,311,214,343,man are in front of a lane
new1087,man,shirt,360,587,251,315,219,338,248,293,225,279,man are in an shirt
new1088,player ,ball,800,600,154,430,387,654,359,374,407,423,player  is throwing ball
new1089,lettering,tower,600,800,704,734,123,267,693,739,107,306,lettering are running down tower
new1090,windshield,bus,450,600,164,204,111,145,139,340,57,177,windshield are of a bus
new1091,people,people,400,533,105,528,64,392,105,528,64,392,people sitting in a bus people
new1092,guy,green shirt,427,640,376,431,171,218,342,379,225,286,guy are in an green shirt
new1093,people ,bus,536,800,364,542,173,359,146,506,149,413,people  entering a bus
new1094,rack,meat,480,640,1,640,3,100,14,636,41,381,rack has a a meat
new1095,man,candy store,600,800,384,544,157,591,3,799,6,588,man is at candy store
new1096,chair,electronic game,301,400,301,373,210,299,250,323,62,266,chair are in front electronic game
new1097,chair,casino,300,400,43,88,202,296,1,397,0,293,chair are in an casino
new1101,person ,robe,512,640,365,400,156,210,362,396,190,214,person  wearing a a robe
new1102,chair,desk,600,800,260,477,426,568,410,541,393,485,chair are next to the desk
new1104,chalkboard,wall,600,800,238,726,94,259,246,737,5,107,chalkboard on the wall
new1105,cake,picture,545,800,541,578,228,274,535,585,209,278,cake are in an picture
new1106,desk,room,601,800,2,319,342,511,2,800,5,597,desk inside the room
new1107,basket,shelf,627,800,346,461,378,461,346,463,99,488,basket on are shelf
new1108,screen,computer,533,800,250,319,169,225,228,346,152,282,screen of a computer
new1110,window,wall,600,800,48,365,0,215,3,398,1,276,window on are wall
new1111,desk,office,534,800,0,418,472,521,3,798,1,532,desk in the office
new1112,seats,rails,497,624,213,407,367,393,217,513,354,374,seats on are rails
new1113,man,toolbox,800,600,145,290,460,799,309,519,547,799,man standing next to an toolbox
new1114,bush,building,385,480,99,124,320,350,90,479,5,360,bush is beside building
new1115,cows,grass,532,800,327,543,430,505,77,186,441,523,cows are in an grass
new1116,man,snow,801,542,287,400,287,332,361,535,323,494,man lies on a snow
new1119,man,blue sweater,335,500,3,93,28,147,3,141,112,264,man wearing a a blue sweater
new1120,man,beans,500,375,20,180,1,341,178,241,413,431,man are in front of a beans
new1121,stripe,shirt,375,500,123,168,149,164,90,205,111,280,stripe on are shirt
new1122,window pane,door,256,256,153,191,19,113,144,197,9,115,window pane on are door
new1124,license plate,truck,384,725,407,423,270,286,381,482,211,294,license plate on the truck
new1125,flower,bouquet,691,800,348,361,457,467,312,365,437,479,flower is on bouquet
new1126,man,gurney,336,500,381,490,73,334,2,395,226,334,man standing next to a gurney
new1127,leaf,plant,600,800,290,334,214,227,222,326,165,328,leaf on the plant
new1128,beam,ground,800,600,142,226,250,263,2,599,148,797,beam on are ground
new1129,structure,field,480,640,133,212,203,234,195,386,217,243,structure on are field
new1130,tomatoes,tomatoes,375,500,70,200,220,281,70,200,220,281,tomatoes are of a tomatoes
new1131,house,windows,443,800,5,780,92,315,230,247,141,167,house has a a windows
new1132,window,restaurant,239,686,2,78,29,102,6,663,4,234,window are in an restaurant
new1133,wall,building,536,800,691,791,3,534,12,777,36,513,wall is on building
new1134,window,building,800,404,281,334,210,358,6,394,3,782,window is on building
new1135,ladder,stairway,290,500,162,303,102,289,163,420,103,288,ladder on are stairway
new1138,lily,bouquet,335,500,23,58,144,197,7,223,56,332,lily are in an bouquet
new1139,smile,girl,312,250,78,106,79,91,9,184,18,143,smile on are girl
new1140,blue chair,white table,480,640,347,414,272,367,60,401,268,293,blue chair pulled up to the white table
new1141,manicured shrub,garden,534,800,439,473,186,205,0,797,21,529,manicured shrub are in an garden
new1142,red light,wall,427,640,597,621,84,120,612,633,116,382,red light on are wall
new1143,room,pool table,450,675,0,673,1,450,328,547,187,363,room has a pool table
new1144,table,paddle,360,480,286,348,330,353,286,348,330,353,table on are paddle
new1145,tools,wall,525,700,303,480,161,286,284,659,39,386,tools on are wall
new1146,Rock,Ground,600,800,0,656,361,515,0,796,260,593,Rock on are Ground
new1147,woman,stroller,412,610,96,149,86,167,116,163,138,166,woman are pushing stroller
new1148,number,sign,600,800,449,497,38,152,436,629,16,211,number on are sign
new1149,package,bin,402,600,383,395,284,292,369,450,266,360,package are in an bin
new1152,bale,field,256,257,158,200,204,240,1,255,117,253,bale are in an field
new1153,window,building,480,640,353,396,267,337,88,594,73,386,window is on building
new1154,boy,jeans,371,484,438,475,285,370,456,475,338,363,boy are in an jeans
new1155,heart,picture,400,631,239,265,110,156,230,311,65,221,heart on are picture
new1156,bed,floor,256,256,51,228,85,144,0,253,130,256,bed above the floor
new1158,couple,base,514,800,137,204,305,388,109,546,312,416,couple sitting at the base
new1159,man,water,442,286,44,123,283,402,22,284,203,442,man relaxes in water
new1160,man,water,600,398,167,247,274,328,83,262,253,396,man in the water
new1162,Man,cap,343,460,178,225,153,306,189,216,156,171,Man wearing  a cap
new1163,wall,building,448,625,57,420,168,313,43,556,135,318,wall on are building
new1164,person,shadow,600,800,549,570,352,381,526,595,374,598,person casting  shadow
new1165,bed,cell,467,625,75,501,216,324,2,623,1,464,bed are in an cell
new1167,lock,door,600,800,449,551,358,388,470,603,179,557,lock on are door
new1168,shelf,books,603,801,144,659,170,356,360,416,220,262,shelf holds an books
new1169,window,building,467,700,37,100,79,170,27,699,19,449,window On the  building
new1170,yellow slide,the room,450,700,17,192,124,397,5,698,5,446,yellow slide to the left of the room
new1171,pink shirt,girl,370,475,94,144,170,219,80,170,138,297,pink shirt is on girl
new1176,cabinet,glass,600,800,732,798,0,262,752,796,5,238,cabinet has  an glass
new1177,cereals,shelf,384,512,424,491,1,79,429,511,67,86,cereals on are shelf
new1178,steel sink,countertop,600,800,560,782,409,493,278,794,328,544,steel sink set  countertop
new1179,refrigerator,magnet,480,640,473,604,119,361,563,582,231,248,refrigerator is covered in magnet
new1180,kitchen,wall,512,768,7,762,17,471,8,282,143,403,kitchen has a a wall
new1181,blender,counter,431,512,60,94,187,248,38,232,240,279,blender on are counter
new1182,white drawer,counter,443,512,123,264,196,231,127,262,233,367,white drawer is under the counter
new1183,drawer,knob,364,512,189,287,279,363,229,250,320,341,drawer has a a knob
new1184,vintage poster,wall,533,800,666,784,1,180,498,787,15,401,vintage poster on are wall
new1185,lock,door,576,432,315,328,444,460,293,430,1,574,lock on the door
new1186,chair,cushion,600,800,309,387,262,432,323,384,314,344,chair has a a cushion
new1188,cat,tail,600,800,319,724,15,365,439,727,317,364,cat has a a tail
new1189,picture,shelf,576,383,216,253,332,381,96,379,363,421,picture on are shelf
new1190,handles,fridge,600,800,631,685,280,446,585,798,141,596,handles on the fridge
new1192,bottle,shelf,640,480,289,323,292,366,262,475,349,447,bottle on are shelf
new1193,child,rocks,402,600,406,427,243,292,369,599,253,402,child is standing on the rocks
new1194,clothes,cart,375,500,158,223,190,235,155,226,215,246,clothes are in an cart
new1195,pipes,ceiling,375,500,281,499,0,60,1,499,0,71,pipes on are ceiling
new1196,boy,pool,480,723,234,323,379,438,5,693,313,477,boy in swimming pool
new1198,person,hat,576,368,1,46,364,458,13,27,368,376,person wearing a a hat
new1199,blanket,couch,428,640,300,504,175,250,129,611,161,393,blanket on are couch
new1200,lights,ceiling,537,800,370,406,87,139,201,780,12,53,lights are in an ceiling
new1201,step,stairway,600,479,126,145,336,348,45,450,225,476,step on are stairway
new1202,coffee,coffee pot,600,800,657,684,264,276,642,690,248,280,coffee are in an coffee pot
new1203,art,wall,600,800,314,370,60,116,69,533,35,197,art on are wall
new1204,logo,shirt,266,400,196,208,172,185,152,230,138,223,logo on the shirt
new1205,window,wall,300,400,195,312,0,116,179,399,0,176,window on the wall
new1206,girl,shorts,375,500,106,151,217,359,108,137,275,299,girl wears an shorts
new1207,dinosaur,floor,648,451,70,331,112,524,165,307,570,630,dinosaur on are floor
new1208,rug,teddy bear,438,576,345,413,316,400,133,190,328,389,rug are in an teddy bear
new1209,mobile,crib,600,800,486,580,13,157,560,658,325,526,mobile are hanging over crib
new1210,woman,wheelchair,480,640,389,466,228,382,366,407,256,372,woman is sitting on the wheelchair
new1211,patch ,hair,600,800,222,246,178,208,218,255,174,213,patch  are of a hair
new1212,woman,hair net,400,604,294,422,93,374,344,398,95,140,woman is wearing hair net
new1214,person,pants,600,800,173,270,56,482,169,260,244,484,person is wearing pants
new1215,man,shirt,479,640,397,571,158,477,415,573,197,329,man wearing a a shirt
new1216,lemons,table,384,512,215,285,213,265,203,234,291,322,lemons on are table
new1219,child,shirt,410,614,365,407,193,289,367,397,217,243,child wearing a a shirt
new1220,people , podiums,640,800,236,252,159,178,157,683,460,593,people   standing on    podiums
new1221,driver,suit,498,700,44,172,119,476,47,181,172,482,driver in a suit
new1222,bird,wall,266,400,221,244,39,55,193,399,1,226,bird on are wall
new1223,video screen,camera,300,535,301,318,142,156,251,343,136,250,video screen on are camera
new1224,green leaves,plate,598,549,381,544,197,298,473,497,309,328,green leaves on are plate
new1226,glass,table,420,630,318,336,270,319,226,431,281,413,glass on are table
new1227,person,arm,600,800,293,512,265,589,298,376,283,368,person is holding out arm
new1228,truck,street,600,800,659,798,459,543,16,792,538,597,truck are in an street
new1229,car,tire,328,500,169,434,154,317,299,339,260,309,car has a a tire
new1230,elephant,trunk,231,404,105,391,2,208,347,393,56,146,elephant on are trunk
new1231,girl,tank top,534,800,590,757,43,532,624,722,211,376,girl is wearing tank top
new1234,microwave,counter,540,720,414,533,263,345,235,574,315,362,microwave on are counter
new1235,snow,plant,567,800,43,219,362,564,42,206,365,566,snow on are plant
new1236,sky,land,483,800,138,357,13,67,19,416,330,475,sky is over land
new1237,head,girl,340,443,358,410,27,83,343,425,24,318,head of a girl
new1238,Smilingwoman,shirt,500,375,156,373,4,406,175,371,85,280,Smilingwoman wearing a a shirt
new1239,man,bag,800,601,160,188,713,795,155,183,772,795,man carries an bag
new1241,cloud,sky,600,800,720,799,4,29,1,799,3,318,cloud is in the sky
new1242,home,water,551,800,19,114,260,365,13,798,349,549,home are in front of a water
new1243,roof,window,600,800,345,563,6,136,413,477,75,124,roof has a a window
new1244,red line,wall,480,640,97,486,150,200,102,544,79,314,red line on are wall
new1245,letter,sign,559,800,397,421,28,70,350,580,1,204,letter on are sign
new1246,coffee cup,table,473,569,279,310,320,373,278,379,272,384,coffee cup on are table
new1247,woman,dark hair,281,425,65,137,107,279,83,122,108,168,woman has a a dark hair
new1248,woman ,black shirt,333,500,114,203,110,232,117,157,137,186,woman  wears an black shirt
new1249,bark,tree,599,582,499,563,134,574,198,293,93,283,bark are of a tree
new1250,girl,water,600,800,216,298,321,380,1,704,260,599,girl is inside of water
new1251,rope,pool,480,674,95,382,221,418,30,628,215,454,rope are in an pool
new1252,lounge chair,pool,296,478,52,179,123,194,45,464,135,281,lounge chair is by pool
new1253,umbrella,pool,525,700,188,336,187,296,8,692,249,520,umbrella are swimming in pool
new1256,lights,auditorium,601,800,5,209,266,342,12,797,0,593,lights are in an auditorium
new1258,sand,ground,540,720,413,713,308,539,13,718,303,536,sand on are ground
new1260,girl ,hair,375,500,178,253,180,231,190,235,181,235,girl  has a a hair
new1261,lines,track,600,400,13,317,488,596,11,308,481,599,lines on are track
new1262,man ,computers,425,561,147,273,232,375,209,402,222,322,man  working at the computers
new1264,handle,handle bars,394,576,106,126,287,302,84,130,286,313,handle are in an handle bars
new1265,train,station,394,500,0,317,169,219,2,500,2,388,train is at station
new1266,truck,grass,599,800,173,445,305,492,4,798,397,589,truck is by grass
new1267,TREE,BUILDING,600,800,14,78,142,251,79,730,112,280,TREE beside the BUILDING
new1268,slat,railing,383,576,385,396,176,256,22,554,169,266,slat on are railing
new1269,person,van,534,800,236,399,128,355,5,798,7,530,person are in an van
new1270,man,yellow shirt,426,600,330,411,118,282,362,411,142,213,man is wearing yellow shirt
new1271,flowers,table,375,500,411,445,196,221,354,478,198,305,flowers on are table
new1272,light,ceiling lamp,450,600,360,375,56,67,330,399,1,114,light on are ceiling lamp
new1273,girl,dress,404,594,97,263,170,401,96,263,238,402,girl has a a dress
new1274,net,court,600,800,145,557,258,381,59,790,312,500,net is above court
new1275,33,shirt,400,600,147,174,224,246,134,188,229,281,33  on the back of his shirt
new1276,picture,frame,300,400,202,246,65,98,202,242,67,70,picture are in an frame
new1277,chair,cushion,520,693,132,269,237,402,137,247,300,333,chair has a a cushion
new1278,painting,wall,602,800,429,507,145,241,2,686,9,421,painting is hanging on wall
new1279,person,person,375,500,123,151,157,242,123,151,157,242,person has a person
new1281,tree,building,672,504,426,498,548,667,360,502,521,670,tree in front of  building
new1282,racks,room,640,508,4,507,5,616,0,507,0,639,racks in the room
new1284,locker,lock,480,640,13,85,201,297,192,209,267,288,locker on are lock
new1285,ship,ceiling,480,640,295,378,128,167,2,636,2,176,ship is on ceiling
new1286,orangatang ,face,600,801,187,606,67,478,423,551,121,315,orangatang  has a a face
new1287,car,street,600,800,6,145,321,417,8,799,374,663,car driving on a street
new1288,people,coat,600,800,155,219,328,416,184,211,351,385,people wearing a a coat
new1289,person,trail,600,800,319,346,276,354,201,678,326,599,person is on trail
new1290,person,tree,600,800,557,581,53,105,565,601,4,169,person standing behind an tree
new1291,saddle,saddle pad,600,800,206,287,302,380,190,303,298,392,saddle is above saddle pad
new1292,woman,scarf,600,800,218,380,289,585,200,366,401,523,woman wearing a a scarf
new1293,paper,monitor,600,800,460,749,165,262,489,799,213,445,paper is on top of monitor
new1294,sheep,field,600,800,320,472,370,491,1,798,1,598,sheep in the field
new1295,wood frame,window,600,800,689,770,363,491,478,543,363,486,wood frame on are window
new1296,bird,sidewalk,600,800,165,175,467,478,18,798,423,596,bird is on sidewalk
new1297,window,building,600,800,68,140,7,51,3,779,0,330,window is on building
new1298,purse,shoulder,600,800,659,695,304,348,645,683,286,313,purse is on shoulder
new1299,flowers,vase,390,512,153,199,160,203,173,186,199,222,flowers are in an vase
new1300,diamond,Rug,351,512,310,379,265,303,122,448,236,338,diamond is on Rug
new1301,plant,stool,340,512,293,366,183,233,314,357,239,292,plant on are stool
new1305,flowers ,vase,600,800,269,485,273,409,359,415,416,490,flowers  in  a vase
new1306,chair,desk,428,640,229,482,214,339,229,411,185,338,chair In front of the  desk
new1307,mirror,wall,640,480,189,382,16,232,20,180,39,202,mirror on are wall
new1308,bowl,food,598,798,109,221,353,405,131,195,348,385,bowl are of a food
new1310,wall,building,480,640,3,639,7,476,4,638,8,478,wall is on side of building
new1311,painting,wall,480,640,180,265,52,280,149,276,37,413,painting on are wall
new1313,design ,wall,486,640,322,340,229,253,2,445,0,315,design  is in wall
new1314,table,hand,576,432,34,402,98,501,362,413,175,239,table are next to the hand
new1315,fruit,bowl,448,600,318,341,294,312,288,358,303,350,fruit are in an bowl
new1316,chair,table,367,550,186,401,186,366,128,299,138,338,chair is in front of table
new1317,picture,shelf,427,640,257,290,177,194,249,351,193,333,picture is on top of shelf
new1318,flowers,table,427,640,214,333,110,307,71,438,248,427,flowers on are table
new1319,person ,street,600,400,211,236,480,530,1,399,510,598,person  is sitting on the street
new1320,tower,stars,500,375,55,323,16,477,176,187,291,301,tower has a a stars
new1321,flag,pole,500,375,267,280,329,354,260,278,304,418,flag is hanging on pole
new1323,tree,field,332,500,13,48,241,288,0,500,260,299,tree are in an field
new1324,castle,triangle,432,640,339,638,158,313,99,369,1,337,castle standing behind an triangle
new1325,woman,shirt,500,333,62,201,311,499,80,196,393,499,woman wearing a a shirt
new1326,girl,statue,500,375,94,302,225,499,114,214,10,361,girl in front of the statue
new1327,person,staircase,375,500,5,48,168,213,20,458,10,350,person on are staircase
new1328,person,stair,500,333,136,163,246,269,115,152,231,263,person on the stair
new1329,man,stairs,375,500,151,193,63,120,2,497,2,372,man on are stairs
new1330,scroll,railing ,375,500,1,181,11,113,2,447,10,325,scroll on the railing 
new1332,window,dwelling,300,400,225,243,135,173,24,398,11,221,window on are dwelling
new1333,window,house,300,400,158,217,81,110,75,319,29,208,window are in an house
new1334,wall,building,256,400,1,126,103,188,2,398,1,177,wall is on side of building
new1335,tree,water,267,400,124,198,4,189,2,399,168,254,tree on are water
new1336,drinking glasses,designs,333,500,101,169,51,83,151,168,72,103,drinking glasses have an designs
new1337,shaker,table,500,375,162,193,217,268,2,375,140,499,shaker is on top of table
new1338,knife,plate,500,375,161,250,304,392,176,300,239,324,knife on are plate
new1339,utensil,plate,375,500,76,116,101,295,138,386,91,283,utensil left of the plate
new1342,shirt,woman,500,333,268,308,104,142,253,303,85,178,shirt on are woman
new1343,wine ,wine glass,375,500,171,261,14,84,159,269,2,182,wine  are in an wine glass
new1344,rose,vase,500,375,38,93,23,124,80,130,156,245,rose are in an vase
new1347,liquid,cup,405,500,356,396,76,170,335,410,17,194,liquid are in an cup
new1349,cup,coffee,223,500,40,202,11,126,66,192,17,71,cup full of a coffee
new1350,cut banana,bowl,333,500,111,142,160,184,52,199,54,199,cut banana are in an bowl
new1351,setting,silverware,371,500,0,499,28,332,362,499,124,313,setting including silverware
new1353,lettuce,bowl,375,500,64,108,103,135,18,231,76,192,lettuce are in an bowl
new1354,wineglass, table,375,500,309,351,148,272,1,496,138,373,wineglass on are  table
new1355,knife,side,375,500,387,442,231,357,358,484,222,335,knife on are side
new1356,shoe,plate,334,500,203,323,210,274,163,333,218,315,shoe on are plate
new1357,food,plate,404,500,57,347,128,293,13,355,120,320,food on are plate
new1359,place setting,table ,375,500,20,350,88,355,7,495,17,369,place setting on are table 
new1362,decorative plate,counter,256,380,356,376,125,158,285,378,152,254,decorative plate on are counter
new1364,magnet,refrigerator ,480,640,131,139,106,119,60,164,87,288,magnet stuck on a refrigerator 
new1365,globe,table,480,640,469,543,260,338,402,622,352,471,globe is sitting on the table
new1368,glass,table,450,627,60,88,348,388,11,170,370,447,glass is on table
new1369,fireplace,living room,454,654,211,450,153,390,1,653,1,451,fireplace are in an living room
new1371,pot,ceiling,318,380,93,113,48,78,0,379,1,53,pot hanging off of  ceiling
new1372,lady,hand,348,400,236,395,48,348,244,339,189,274,lady has a a hand
new1373,lab student,goggles,228,300,0,172,17,227,115,154,78,94,lab student wearing a a goggles
new1375,woman,picture,465,700,304,359,123,205,247,423,63,211,woman in a picture
new1376,holster,gun,480,360,230,260,358,460,194,224,262,294,holster is for a gun
new1377,helmet,ground,500,312,55,100,415,457,55,100,415,457,helmet on are ground
new1378,woman,baby,400,600,242,498,28,345,101,221,244,376,woman is holding baby
new1379,snow,mountain top,333,500,90,497,60,166,79,498,60,175,snow on are mountain top
